lims_backend  | DEBUG 2026-02-08 05:24:43,745 utils 15 127910171470720 (0.003) SELECT "system_settings"."id", "system_settings"."lab_name", "system_settings"."lab_display_name", "system_settings"."lab_address", "system_settings"."lab_phone", "system_settings"."lab_email", "system_settings"."lab_logo", "system_settings"."report_header", "system_settings"."report_footer", "system_settings"."report_header_image", "system_settings"."report_footer_image", "system_settings"."currency", "system_settings"."tax_rate", "system_settings"."email_host", "system_settings"."email_port", "system_settings"."email_use_tls", "system_settings"."email_use_ssl", "system_settings"."email_host_user", "system_settings"."email_host_password", "system_settings"."email_from", "system_settings"."backup_enabled", "system_settings"."backup_frequency", "system_settings"."updated_at", "system_settings"."updated_by_id" FROM "system_settings" ORDER BY "system_settings"."id" ASC LIMIT 1; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,258 utils 16 127910171470720 (0.000) SELECT COUNT(*) AS "__count" FROM "results_testresult" WHERE "results_testresult"."status" = 'pending'; args=('pending',); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,259 utils 16 127910171470720 (0.000) SELECT COUNT(*) AS "__count" FROM "results_testresult" WHERE "results_testresult"."status" = 'pending'; args=('pending',); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,260 utils 16 127910171470720 (0.000) SELECT COUNT(*) AS "__count" FROM "orders_order" WHERE "orders_order"."created_at" >= '2026-02-01T00:24:44.259450+00:00'::timestamptz; args=(datetime.datetime(2026, 2, 1, 0, 24, 44, 259450, tzinfo=datetime.timezone.utc),); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,261 utils 16 127910171470720 (0.000) SELECT SUM("billing_payment"."amount") AS "total" FROM "billing_payment" WHERE "billing_payment"."payment_date" >= '2026-02-01T00:24:44.259450+00:00'::timestamptz; args=(datetime.datetime(2026, 2, 1, 0, 24, 44, 259450, tzinfo=datetime.timezone.utc),); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,263 utils 16 127910171470720 (0.002) SELECT COUNT(*) AS "__count" FROM "patients"; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,264 utils 16 127910171470720 (0.000) SELECT COUNT(*) AS "__count" FROM "orders_order"; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,265 utils 16 127910171470720 (0.000) SELECT COUNT(*) AS "__count" FROM "samples"; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,265 utils 16 127910171470720 (0.000) SELECT COUNT(*) AS "__count" FROM "results_testresult"; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,266 utils 16 127910171470720 (0.000) SELECT SUM("billing_payment"."amount") AS "total" FROM "billing_payment"; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,267 utils 16 127910171470720 (0.000) SELECT SUM("orders_order"."net_amount") AS "total" FROM "orders_order" WHERE NOT "orders_order"."is_paid"; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,268 utils 16 127910171470720 (0.001) SELECT "orders_order"."status", COUNT("orders_order"."id") AS "count" FROM "orders_order" GROUP BY "orders_order"."status" ORDER BY "orders_order"."status" ASC; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,821 utils 18 127910171470720 (0.003) SELECT "users"."id", "users"."password", "users"."username", "users"."email", "users"."full_name", "users"."role", "users"."is_active", "users"."is_staff", "users"."is_superuser", "users"."date_joined", "users"."last_login" FROM "users" WHERE "users"."id" = 1 LIMIT 21; args=(1,); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,823 utils 15 127910171470720 (0.002) SELECT "users"."id", "users"."password", "users"."username", "users"."email", "users"."full_name", "users"."role", "users"."is_active", "users"."is_staff", "users"."is_superuser", "users"."date_joined", "users"."last_login" FROM "users" WHERE "users"."id" = 1 LIMIT 21; args=(1,); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,824 utils 18 127910171470720 (0.002) SELECT "system_settings"."id", "system_settings"."lab_name", "system_settings"."lab_display_name", "system_settings"."lab_address", "system_settings"."lab_phone", "system_settings"."lab_email", "system_settings"."lab_logo", "system_settings"."report_header", "system_settings"."report_footer", "system_settings"."report_header_image", "system_settings"."report_footer_image", "system_settings"."currency", "system_settings"."tax_rate", "system_settings"."email_host", "system_settings"."email_port", "system_settings"."email_use_tls", "system_settings"."email_use_ssl", "system_settings"."email_host_user", "system_settings"."email_host_password", "system_settings"."email_from", "system_settings"."backup_enabled", "system_settings"."backup_frequency", "system_settings"."updated_at", "system_settings"."updated_by_id" FROM "system_settings" ORDER BY "system_settings"."id" ASC LIMIT 1; args=(); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,828 utils 18 127910171470720 (0.000) SELECT "users"."id", "users"."password", "users"."username", "users"."email", "users"."full_name", "users"."role", "users"."is_active", "users"."is_staff", "users"."is_superuser", "users"."date_joined", "users"."last_login" FROM "users" WHERE "users"."id" = 1 LIMIT 21; args=(1,); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,854 utils 17 127910171470720 (0.002) SELECT "users"."id", "users"."password", "users"."username", "users"."email", "users"."full_name", "users"."role", "users"."is_active", "users"."is_staff", "users"."is_superuser", "users"."date_joined", "users"."last_login" FROM "users" WHERE "users"."id" = 1 LIMIT 21; args=(1,); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:44,874 utils 17 127910171470720 (0.017) SELECT DISTINCT "orders_orderitem"."id", "orders_orderitem"."order_id", "orders_orderitem"."test_id", "orders_orderitem"."panel_id", "orders_orderitem"."price", "orders_orderitem"."status", "orders_order"."id", "orders_order"."order_id", "orders_order"."patient_id", "orders_order"."ordered_by_id", "orders_order"."created_at", "orders_order"."updated_at", "orders_order"."status", "orders_order"."priority", "orders_order"."notes", "orders_order"."referred_by", "orders_order"."lab_number", "orders_order"."lab_date", "orders_order"."daily_serial", "orders_order"."collection_center_id", "orders_order"."total_amount", "orders_order"."discount", "orders_order"."discount_percent", "orders_order"."net_amount", "orders_order"."paid_amount", "orders_order"."due_amount", "orders_order"."is_paid", "patients"."id", "patients"."patient_id", "patients"."mrn", "patients"."registration_number", "patients"."registration_center_id", "patients"."registration_datetime", "patients"."first_name", "patients"."last_name", "patients"."full_name", "patients"."father_name", "patients"."father_husband_name", "patients"."date_of_birth", "patients"."dob", "patients"."gender", "patients"."sex", "patients"."age_years", "patients"."age_months", "patients"."age_days", "patients"."phone", "patients"."email", "patients"."default_referred_by", "patients"."national_id", "patients"."cnic", "patients"."address", "patients"."is_offline_entry", "patients"."origin_terminal_id", "patients"."synced_at", "patients"."created_at", "patients"."updated_at", "patients"."created_by_id", "tests"."test_id", "tests"."test_code", "tests"."legacy_test_code", "tests"."test_name", "tests"."category_id", "tests"."loinc_code", "tests"."sample_type", "tests"."sample_volume", "tests"."price", "tests"."turnaround_time", "tests"."instructions", "tests"."is_active", "tests"."created_at", "tests"."updated_at", "test_panels"."id", "test_panels"."panel_code", "test_panels"."panel_name", "test_panels"."category_id", "test_panels"."sample_type", "test_panels"."sample_volume", "test_panels"."price", "test_panels"."turnaround_time", "test_panels"."description", "test_panels"."is_active", "test_panels"."created_at", "test_panels"."updated_at" FROM "orders_orderitem" INNER JOIN "orders_order" ON ("orders_orderitem"."order_id" = "orders_order"."id") INNER JOIN "patients" ON ("orders_order"."patient_id" = "patients"."id") LEFT OUTER JOIN "tests" ON ("orders_orderitem"."test_id" = "tests"."test_id") LEFT OUTER JOIN "test_panels" ON ("orders_orderitem"."panel_id" = "test_panels"."id") WHERE (("orders_orderitem"."id" IN (SELECT U0."order_item_id" FROM "samples" U0 WHERE U0."status" IN ('COLLECTED', 'RECEIVED')) AND NOT (EXISTS(SELECT 1 AS "a" FROM "results_testresult" U1 WHERE (U1."id" IS NOT NULL AND U1."order_item_id" = ("orders_orderitem"."id")) LIMIT 1))) OR "orders_orderitem"."id" IN (SELECT DISTINCT U0."order_item_id" FROM "results_testresult" U0 WHERE U0."status" IN ('DRAFT', 'REJECTED'))); args=(SampleStatus.COLLECTED, SampleStatus.RECEIVED, 1, 'DRAFT', 'REJECTED'); alias=default
lims_backend  | DEBUG 2026-02-08 05:24:45,149 base 18 127910171470720 Exception while resolving variable 'name' in template 'unknown'.
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
lims_backend  |     response = get_response(request)
lims_backend  |                ^^^^^^^^^^^^^^^^^^^^^
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/core/handlers/base.py", line 181, in _get_response
lims_backend  |     callback, callback_args, callback_kwargs = self.resolve_request(request)
lims_backend  |                                                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/core/handlers/base.py", line 313, in resolve_request
lims_backend  |     resolver_match = resolver.resolve(request.path_info)
lims_backend  |                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/urls/resolvers.py", line 722, in resolve
lims_backend  |     raise Resolver404({"tried": tried, "path": new_path})
lims_backend  | django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLPattern 'api/schema/' [name='schema']>], [<URLPattern 'api/docs/' [name='swagger-ui']>], [<URLPattern 'api/v1/health/' [name='health-check']>], [<URLResolver <module 'apps.accounts.urls' from '/app/apps/accounts/urls.py'> (None:None) 'api/v1/auth/'>], [<URLResolver <module 'apps.patients.urls' from '/app/apps/patients/urls.py'> (None:None) 'api/v1/patients/'>], [<URLResolver <module 'apps.laboratory.urls' from '/app/apps/laboratory/urls.py'> (None:None) 'api/v1/laboratory/'>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/$' [name='order-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders\.(?P<format>[a-z0-9]+)/?$' [name='order-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/export/$' [name='order-export']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/export\.(?P<format>[a-z0-9]+)/?$' [name='order-export']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/$' [name='order-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$' [name='order-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/cancel/$' [name='order-cancel']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/cancel\.(?P<format>[a-z0-9]+)/?$' [name='order-cancel']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/receipt.pdf/$' [name='order-receipt-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/receipt.pdf\.(?P<format>[a-z0-9]+)/?$' [name='order-receipt-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/report.pdf/$' [name='order-report-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/report.pdf\.(?P<format>[a-z0-9]+)/?$' [name='order-report-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items/$' [name='orderitem-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items\.(?P<format>[a-z0-9]+)/?$' [name='orderitem-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items/(?P<pk>[^/.]+)/$' [name='orderitem-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$' [name='orderitem-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^$' [name='api-root']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^\.(?P<format>[a-z0-9]+)/?$' [name='api-root']>], [<URLResolver <module 'apps.samples.urls' from '/app/apps/samples/urls.py'> (None:None) 'api/v1/samples/'>], [<URLResolver <module 'apps.results.urls' from '/app/apps/results/urls.py'> (None:None) 'api/v1/results/'>], [<URLResolver <module 'apps.reports.urls' from '/app/apps/reports/urls.py'> (None:None) 'api/v1/reports/'>], [<URLResolver <module 'apps.billing.urls' from '/app/apps/billing/urls.py'> (None:None) 'api/v1/payments/'>], [<URLResolver <module 'apps.audit.urls' from '/app/apps/audit/urls.py'> (None:None) 'api/v1/audit/'>], [<URLResolver <module 'apps.dashboard.urls' from '/app/apps/dashboard/urls.py'> (None:None) 'api/v1/dashboard/'>], [<URLResolver <module 'apps.core.urls' from '/app/apps/core/urls.py'> (None:None) 'api/v1/core/'>], [<URLPattern 'api/v1/worklist/patients/' [name='worklist-patients']>], [<URLPattern '^media/(?P<path>.*)$'>], [<URLPattern '^static/(?P<path>.*)$'>]], 'path': 'api/v1/orders/order-items/10'}
lims_backend  | 
lims_backend  | During handling of the above exception, another exception occurred:
lims_backend  | 
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/template/base.py", line 875, in _resolve_lookup
lims_backend  |     current = current[bit]
lims_backend  |               ~~~~~~~^^^^^
lims_backend  | TypeError: 'URLResolver' object is not subscriptable
lims_backend  | 
lims_backend  | During handling of the above exception, another exception occurred:
lims_backend  | 
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/template/base.py", line 885, in _resolve_lookup
lims_backend  |     current = getattr(current, bit)
lims_backend  |               ^^^^^^^^^^^^^^^^^^^^^
lims_backend  | AttributeError: 'URLResolver' object has no attribute 'name'
lims_backend  | 
lims_backend  | During handling of the above exception, another exception occurred:
lims_backend  | 
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/template/base.py", line 891, in _resolve_lookup
lims_backend  |     current = current[int(bit)]
lims_backend  |                       ^^^^^^^^
lims_backend  | ValueError: invalid literal for int() with base 10: 'name'
lims_backend  | 
lims_backend  | During handling of the above exception, another exception occurred:
lims_backend  | 
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/template/base.py", line 898, in _resolve_lookup
lims_backend  |     raise VariableDoesNotExist(
lims_backend  | django.template.base.VariableDoesNotExist: Failed lookup for key [name] in <URLResolver <URLPattern list> (admin:admin) 'admin/'>
lims_backend  | DEBUG 2026-02-08 05:24:45,150 base 18 127910171470720 Exception while resolving variable 'name' in template 'unknown'.
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
lims_backend  |     response = get_response(request)
lims_backend  |                ^^^^^^^^^^^^^^^^^^^^^
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/core/handlers/base.py", line 181, in _get_response
lims_backend  |     callback, callback_args, callback_kwargs = self.resolve_request(request)
lims_backend  |                                                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/core/handlers/base.py", line 313, in resolve_request
lims_backend  |     resolver_match = resolver.resolve(request.path_info)
lims_backend  |                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/urls/resolvers.py", line 722, in resolve
lims_backend  |     raise Resolver404({"tried": tried, "path": new_path})
lims_backend  | django.urls.exceptions.Resolver404: {'tried': [[<URLResolver <URLPattern list> (admin:admin) 'admin/'>], [<URLPattern 'api/schema/' [name='schema']>], [<URLPattern 'api/docs/' [name='swagger-ui']>], [<URLPattern 'api/v1/health/' [name='health-check']>], [<URLResolver <module 'apps.accounts.urls' from '/app/apps/accounts/urls.py'> (None:None) 'api/v1/auth/'>], [<URLResolver <module 'apps.patients.urls' from '/app/apps/patients/urls.py'> (None:None) 'api/v1/patients/'>], [<URLResolver <module 'apps.laboratory.urls' from '/app/apps/laboratory/urls.py'> (None:None) 'api/v1/laboratory/'>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/$' [name='order-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders\.(?P<format>[a-z0-9]+)/?$' [name='order-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/export/$' [name='order-export']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/export\.(?P<format>[a-z0-9]+)/?$' [name='order-export']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/$' [name='order-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$' [name='order-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/cancel/$' [name='order-cancel']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/cancel\.(?P<format>[a-z0-9]+)/?$' [name='order-cancel']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/receipt.pdf/$' [name='order-receipt-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/receipt.pdf\.(?P<format>[a-z0-9]+)/?$' [name='order-receipt-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/report.pdf/$' [name='order-report-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^orders/(?P<pk>[^/.]+)/report.pdf\.(?P<format>[a-z0-9]+)/?$' [name='order-report-pdf']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items/$' [name='orderitem-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items\.(?P<format>[a-z0-9]+)/?$' [name='orderitem-list']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items/(?P<pk>[^/.]+)/$' [name='orderitem-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^order-items/(?P<pk>[^/.]+)\.(?P<format>[a-z0-9]+)/?$' [name='orderitem-detail']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^$' [name='api-root']>], [<URLResolver <module 'apps.orders.urls' from '/app/apps/orders/urls.py'> (None:None) 'api/v1/orders/'>, <URLResolver <URLPattern list> (None:None) ''>, <URLPattern '^\.(?P<format>[a-z0-9]+)/?$' [name='api-root']>], [<URLResolver <module 'apps.samples.urls' from '/app/apps/samples/urls.py'> (None:None) 'api/v1/samples/'>], [<URLResolver <module 'apps.results.urls' from '/app/apps/results/urls.py'> (None:None) 'api/v1/results/'>], [<URLResolver <module 'apps.reports.urls' from '/app/apps/reports/urls.py'> (None:None) 'api/v1/reports/'>], [<URLResolver <module 'apps.billing.urls' from '/app/apps/billing/urls.py'> (None:None) 'api/v1/payments/'>], [<URLResolver <module 'apps.audit.urls' from '/app/apps/audit/urls.py'> (None:None) 'api/v1/audit/'>], [<URLResolver <module 'apps.dashboard.urls' from '/app/apps/dashboard/urls.py'> (None:None) 'api/v1/dashboard/'>], [<URLResolver <module 'apps.core.urls' from '/app/apps/core/urls.py'> (None:None) 'api/v1/core/'>], [<URLPattern 'api/v1/worklist/patients/' [name='worklist-patients']>], [<URLPattern '^media/(?P<path>.*)$'>], [<URLPattern '^static/(?P<path>.*)$'>]], 'path': 'api/v1/orders/order-items/10'}
lims_backend  | 
lims_backend  | During handling of the above exception, another exception occurred:
lims_backend  | 
lims_backend  | Traceback (most recent call last):
lims_backend  |   File "/usr/local/lib/python3.12/site-packages/django/template/base.py", line 875, in _resolve_lookup
lims_backend  |     current = current[bit]
lims_backend  |               ~~~~~~~^^^^^
lims_backend  | TypeError: 'URLResolver' object is not subscriptable
lims_backend  | 
